,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Percentage,EU_Percentage,JP_Percentage,Other_Percentage,NA_average,EU_average,JP_average,Other_average
11672,11674,Pac-Man World 3,PSP,2005,Platform,Namco Bandai Games,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11673,11675,Monkey Hero,PS,1998,Action,Take-Two Interactive,0.04,0.03,0.0,0.0,0.08,50.0,37.5,0.0,0.0,45.39,22.9,24.42,6.48
11674,11676,Tokyo Beat Down,DS,2008,Action,Success,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11675,11677,Krazy Ivan,PS,1995,Simulation,Psygnosis,0.04,0.03,0.0,0.0,0.08,50.0,37.5,0.0,0.0,45.39,22.9,24.42,6.48
11676,11678,Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08,0.0,75.0,0.0,25.0,45.39,22.9,24.42,6.48
11677,11679,Quo Vadis,SAT,1995,Strategy,Glams,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11678,11680,The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,0.01,0.06,0.0,0.01,0.08,12.5,75.0,0.0,12.5,45.39,22.9,24.42,6.48
11679,11681,The Legend of Kage 2,DS,2008,Action,Square Enix,0.07,0.0,0.0,0.0,0.08,87.5,0.0,0.0,0.0,45.39,22.9,24.42,6.48
11680,11682,Fate/Tiger Colosseum,PSP,2007,Fighting,Capcom,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11681,11683,World Party Games,Wii,2009,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11682,11684,Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11683,11685,Open Season,PSP,2006,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11684,11686,Animal Kingdom: Wildlife Expedition,Wii,2009,Adventure,Natsume,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11685,11687,Brothers in Arms: Furious 4,PS3,2012,Shooter,Ubisoft,0.01,0.05,0.0,0.02,0.08,12.5,62.5,0.0,25.0,45.39,22.9,24.42,6.48
11686,11688,Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,Reef Entertainment,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11687,11689,Dragon Ball Z: The Legacy of Goku I & II,GBA,2005,Role-Playing,Atari,0.05,0.02,0.0,0.0,0.08,62.5,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11688,11690,R: Racing Evolution,GC,2003,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11689,11691,Crayola: Colorful Journey,Wii,2009,Misc,Crave Entertainment,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11690,11692,Storybook Workshop,Wii,2009,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11691,11693,World Tour Soccer 06,PSP,2006,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11692,11694,Stella Deus: The Gate of Eternity,PS2,2004,Strategy,505 Games,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11693,11695,Vietcong: Purple Haze,XB,2004,Shooter,Gathering of Developers,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11694,11696,Conflict: Desert Storm,GC,2003,Shooter,SCi,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11695,11697,One Piece: Gear Spirit,DS,2007,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11696,11698,Tales of Fandom Vol.2,PS2,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11697,11699,Titanic Mystery,DS,2010,Puzzle,PlayV,0.05,0.02,0.0,0.01,0.08,62.5,25.0,0.0,12.5,45.39,22.9,24.42,6.48
11698,11700,Minna no Joushiki Ryoku TV,Wii,2008,Misc,Nintendo,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11699,11701,P.T.O. IV: Pacific Theater of Operations,PS2,2002,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.08,50.0,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11700,11702,WipEout HD Fury,PS3,2009,Racing,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08,0.0,75.0,0.0,25.0,45.39,22.9,24.42,6.48
11701,11703,Genkai Totsuki Moero Chronicle,PSV,2014,Role-Playing,Compile Heart,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11702,11704,Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08,0.0,87.5,0.0,0.0,45.39,22.9,24.42,6.48
11703,11705,Tears to Tiara: Garland of the Earth,PS3,2008,Strategy,Aqua Plus,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11704,11706,Madden NFL 17,PS3,2016,Sports,Electronic Arts,0.05,0.01,0.0,0.01,0.08,62.5,12.5,0.0,12.5,45.39,22.9,24.42,6.48
11705,11707,Mind Quiz: Your Brain Coach,DS,2006,Misc,Ubisoft,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11706,11708,WRC 2: FIA World Rally Championship,X360,2011,Racing,Ubisoft,0.0,0.06,0.0,0.01,0.08,0.0,75.0,0.0,12.5,45.39,22.9,24.42,6.48
11707,11709,The Hustle: Detroit Streets,PSP,2005,Sports,Deep Silver,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11708,11710,Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004,Platform,Global Star,0.05,0.02,0.0,0.0,0.08,62.5,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11709,11711,Far Cry Instincts Evolution,XB,2006,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11710,11712,Pinball Hall of Fame: The Gottlieb Collection,XB,2004,Misc,Crave Entertainment,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11711,11713,Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,Spike,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11712,11714,WRC 5: FIA World Rally Championship,PSV,2015,Sports,Bigben Interactive,0.0,0.06,0.0,0.02,0.08,0.0,75.0,0.0,25.0,45.39,22.9,24.42,6.48
11713,11715,Winter Sports 2011,Wii,2011,Sports,DTP Entertainment,0.0,0.06,0.0,0.01,0.08,0.0,75.0,0.0,12.5,45.39,22.9,24.42,6.48
11714,11716,Medal of Honor: Underground,GBA,2002,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.08,62.5,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11715,11717,Baroque,Wii,2008,Role-Playing,Rising Star Games,0.07,0.0,0.0,0.0,0.08,87.5,0.0,0.0,0.0,45.39,22.9,24.42,6.48
11716,11718,Super Football,2600,1987,Sports,Atari,0.07,0.0,0.0,0.0,0.08,87.5,0.0,0.0,0.0,45.39,22.9,24.42,6.48
11717,11719,The Idolmaster: Gravure For You! Vol. 3,PS3,2011,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11718,11720,Learn Geography,DS,2009,Misc,DreamCatcher Interactive,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11719,11721,Divinity II: Ego Draconis,PC,2009,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.08,12.5,62.5,0.0,12.5,45.39,22.9,24.42,6.48
11720,11722,Disaster: Day of Crisis,Wii,2008,Action,Nintendo,0.0,0.03,0.04,0.0,0.08,0.0,37.5,50.0,0.0,45.39,22.9,24.42,6.48
11721,11723,Scooby-Doo! Unmasked,XB,2005,Platform,THQ,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11722,11724,Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0.0,0.01,0.08,37.5,37.5,0.0,12.5,45.39,22.9,24.42,6.48
11723,11725,SCORE International Baja 1000: The Official Game,PS3,2008,Racing,Activision,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11724,11726,Driven,GC,2002,Racing,BAM! Entertainment,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11725,11727,Dynasty Warriors 3,XB,2002,Action,THQ,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11726,11728,My Fun Facts Coach,DS,2008,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11727,11729,Superman Returns,DS,2006,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.08,87.5,0.0,0.0,12.5,45.39,22.9,24.42,6.48
11728,11730,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11729,11731,Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012,Action,Alchemist,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11730,11732,Kung Fu Panda: Legendary Warriors,Wii,2008,Action,Activision,0.07,0.0,0.0,0.0,0.08,87.5,0.0,0.0,0.0,45.39,22.9,24.42,6.48
11731,11733,MTV Music Generator 3: This Is the Remix,XB,2004,Misc,Codemasters,0.06,0.02,0.0,0.0,0.08,75.0,25.0,0.0,0.0,45.39,22.9,24.42,6.48
11732,11734,Fairy Tail: Portable Guild 2,PSP,2011,Fighting,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11733,11735,Yoru no Nai Kuni,PS4,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11734,11736,Backyard NBA Basketball,DS,2007,Sports,Atari,0.07,0.0,0.0,0.01,0.07,100.0,0.0,0.0,14.29,45.39,22.9,24.42,6.48
11735,11737,Wizardry: Llylgamyn Saga,PS,1998,Role-Playing,Locus,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11736,11738,Party Pigs: Farmyard Games,Wii,2009,Misc,Data Design Interactive,0.07,0.0,0.0,0.0,0.07,100.0,0.0,0.0,0.0,45.39,22.9,24.42,6.48
11737,11739,Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008,Fighting,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11738,11740,Gale Racer,SAT,1994,Racing,Sega,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11739,11741,In The Groove,PS2,2005,Misc,RedOctane,0.04,0.03,0.0,0.01,0.07,57.14,42.86,0.0,14.29,45.39,22.9,24.42,6.48
11740,11742,Myst,PS,1995,Adventure,Psygnosis,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11741,11743,Beat City,DS,2010,Misc,THQ,0.07,0.0,0.0,0.01,0.07,100.0,0.0,0.0,14.29,45.39,22.9,24.42,6.48
11742,11744,Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.06,0.0,0.0,0.01,0.07,85.71,0.0,0.0,14.29,45.39,22.9,24.42,6.48
11743,11745,AKB1/149: Love Election,PSV,2012,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11744,11746,Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008,Fighting,Takara Tomy,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11745,11747,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,2010,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11746,11748,Torchlight,PC,2009,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.02,0.07,0.0,85.71,0.0,28.57,45.39,22.9,24.42,6.48
11747,11749,Winter Sports 2: The Next Challenge,X360,2008,Sports,RTL,0.06,0.01,0.0,0.01,0.07,85.71,14.29,0.0,14.29,45.39,22.9,24.42,6.48
11748,11750,Magic Pengel: The Quest for Color,PS2,2002,Role-Playing,Taito,0.04,0.03,0.0,0.01,0.07,57.14,42.86,0.0,14.29,45.39,22.9,24.42,6.48
11749,11751,Super Baseball,2600,1987,Sports,Atari,0.07,0.0,0.0,0.0,0.07,100.0,0.0,0.0,0.0,45.39,22.9,24.42,6.48
11750,11752,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11751,11753,Formula One World Championship: Beyond the Limit,SCD,1994,Racing,Sega,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11752,11754,Hakuouki DS,DS,2010,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11753,11755,Buster Bros. Collection,PS,1997,Puzzle,Capcom,0.04,0.03,0.0,0.0,0.07,57.14,42.86,0.0,0.0,45.39,22.9,24.42,6.48
11754,11756,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006,Misc,Sega,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11756,11758,Futurama,PS2,2003,Platform,SCi,0.04,0.03,0.0,0.01,0.07,57.14,42.86,0.0,14.29,45.39,22.9,24.42,6.48
11757,11759,Medabots 8,3DS,2014,Role-Playing,Rocket Company,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11758,11760,The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,0.0,0.0,0.01,0.07,100.0,0.0,0.0,14.29,45.39,22.9,24.42,6.48
11759,11761,Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004,Platform,Nintendo,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11760,11762,Rayman 3: Hoodlum Havoc,XB,2003,Platform,Ubisoft,0.06,0.02,0.0,0.0,0.07,85.71,28.57,0.0,0.0,45.39,22.9,24.42,6.48
11761,11763,Again,DS,2009,Adventure,Ackkstudios,0.07,0.0,0.0,0.0,0.07,100.0,0.0,0.0,0.0,45.39,22.9,24.42,6.48
11762,11764,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11763,11765,Zumba Fitness Core,Wii,2012,Misc,505 Games,0.0,0.07,0.0,0.01,0.07,0.0,100.0,0.0,14.29,45.39,22.9,24.42,6.48
11764,11766,Yoru no Nai Kuni,PSV,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11765,11767,Generator Rex: Agent of Providence,PS3,2011,Action,Activision,0.05,0.01,0.0,0.01,0.07,71.43,14.29,0.0,14.29,45.39,22.9,24.42,6.48
11766,11768,Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.07,100.0,0.0,0.0,14.29,45.39,22.9,24.42,6.48
11767,11769,Super Ghouls 'n Ghosts,GBA,2002,Platform,Capcom,0.05,0.02,0.0,0.0,0.07,71.43,28.57,0.0,0.0,45.39,22.9,24.42,6.48
11768,11770,Boxing,PS,2000,Fighting,Midas Interactive Entertainment,0.04,0.03,0.0,0.0,0.07,57.14,42.86,0.0,0.0,45.39,22.9,24.42,6.48
11769,11771,NHL Open Ice,PS,1996,Sports,Midway Games,0.04,0.03,0.0,0.0,0.07,57.14,42.86,0.0,0.0,45.39,22.9,24.42,6.48
11770,11772,Jewel Link Chronicles: Legend of Athena,DS,2011,Puzzle,GSP,0.0,0.06,0.0,0.01,0.07,0.0,85.71,0.0,14.29,45.39,22.9,24.42,6.48
11771,11773,Gundam Battle Tactics,PSP,2005,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11772,11774,Touch Detective: Nameko Shigeru,3DS,2013,Adventure,Success,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11773,11775,Aikatsu! My No.1 Stage!,3DS,2015,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11774,11776,Sky Gunner,PS2,2001,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.07,57.14,42.86,0.0,14.29,45.39,22.9,24.42,6.48
11775,11777,Santa Claus Is Comin' to Town!,DS,2011,Puzzle,Crave Entertainment,0.07,0.0,0.0,0.01,0.07,100.0,0.0,0.0,14.29,45.39,22.9,24.42,6.48
11776,11778,And1 Streetball,XB,2006,Action,Ubisoft,0.06,0.02,0.0,0.0,0.07,85.71,28.57,0.0,0.0,45.39,22.9,24.42,6.48
11777,11779,Gladius,GC,2003,Strategy,Activision,0.06,0.01,0.0,0.0,0.07,85.71,14.29,0.0,0.0,45.39,22.9,24.42,6.48
11778,11780,Adventure Time: Finn & Jake Investigations,3DS,2015,Action,Little Orbit,0.02,0.05,0.0,0.01,0.07,28.57,71.43,0.0,14.29,45.39,22.9,24.42,6.48
11779,11781,Kenka Banchou 6: Soul & Blood,3DS,2015,Fighting,Screenlife,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11780,11782,Jewel Time Deluxe,DS,2011,Puzzle,O-Games,0.04,0.03,0.0,0.01,0.07,57.14,42.86,0.0,14.29,45.39,22.9,24.42,6.48
11781,11783,Picture Perfect Hair Salon,DS,2009,Simulation,505 Games,0.07,0.0,0.0,0.01,0.07,100.0,0.0,0.0,14.29,45.39,22.9,24.42,6.48
11782,11784,Warriors Orochi 3,PSV,2013,Action,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11783,11785,PhotoKano,PSV,2013,Adventure,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11784,11786,Real Sound: Kaze no Riguretto,SAT,1997,Adventure,Warp,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11785,11787,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013,Sports,Sega,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11786,11788,Summon Night 4,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11787,11789,Record of Agarest War,PS3,2007,Role-Playing,Ghostlight,0.0,0.03,0.03,0.01,0.07,0.0,42.86,42.86,14.29,45.39,22.9,24.42,6.48
11788,11790,Overlord: Minions,DS,2009,Puzzle,Codemasters,0.07,0.0,0.0,0.01,0.07,100.0,0.0,0.0,14.29,45.39,22.9,24.42,6.48
11789,11791,The Rub Rabbits!,DS,2005,Puzzle,Sega,0.03,0.0,0.04,0.0,0.07,42.86,0.0,57.14,0.0,45.39,22.9,24.42,6.48
11790,11792,Margot's Word Brain,DS,2008,Puzzle,Zoo Games,0.07,0.0,0.0,0.01,0.07,100.0,0.0,0.0,14.29,45.39,22.9,24.42,6.48
11791,11793,Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07,0.0,14.29,85.71,0.0,45.39,22.9,24.42,6.48
11792,11794,The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07,0.0,0.0,0.01,0.07,100.0,0.0,0.0,14.29,45.39,22.9,24.42,6.48
11793,11795,Winx Club,GBA,2005,Shooter,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,71.43,28.57,0.0,0.0,45.39,22.9,24.42,6.48
11794,11796,Classic Road,PS,1995,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11795,11797,Hero Bank,3DS,2014,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11796,11798,The Idolm@ster: Live for You!,X360,2008,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11797,11799,Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012,Adventure,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11799,11801,Mega Man Xtreme,GB,2000,Platform,Capcom,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11800,11802,ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,0.07,0.0,0.0,0.01,0.07,100.0,0.0,0.0,14.29,45.39,22.9,24.42,6.48
11801,11803,SimCity 4: Deluxe Edition,PC,2003,Simulation,Electronic Arts,0.0,0.06,0.0,0.01,0.07,0.0,85.71,0.0,14.29,45.39,22.9,24.42,6.48
11802,11804,Bomberman Max 2: Red Advance,GBA,2002,Puzzle,Vivendi Games,0.05,0.02,0.0,0.0,0.07,71.43,28.57,0.0,0.0,45.39,22.9,24.42,6.48
11803,11805,Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0.0,0.01,0.07,71.43,28.57,0.0,14.29,45.39,22.9,24.42,6.48
11804,11806,Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.04,0.0,0.01,0.07,42.86,57.14,0.0,14.29,45.39,22.9,24.42,6.48
11805,11807,CSI: Dark Motives,DS,2007,Adventure,Ubisoft,0.05,0.01,0.0,0.01,0.07,71.43,14.29,0.0,14.29,45.39,22.9,24.42,6.48
11806,11808,Speed Zone,Wii,2009,Racing,Bethesda Softworks,0.01,0.05,0.0,0.01,0.07,14.29,71.43,0.0,14.29,45.39,22.9,24.42,6.48
11807,11809,Tomb Raider: Legend,DS,2006,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07,57.14,28.57,0.0,14.29,45.39,22.9,24.42,6.48
11808,11810,Godai: Elemental Force,PS2,2002,Action,3DO,0.04,0.03,0.0,0.01,0.07,57.14,42.86,0.0,14.29,45.39,22.9,24.42,6.48
11809,11811,OK! Puzzle Stars,DS,2010,Puzzle,Ubisoft,0.0,0.06,0.0,0.01,0.07,0.0,85.71,0.0,14.29,45.39,22.9,24.42,6.48
11810,11812,Still Life,XB,2005,Adventure,Microids,0.05,0.02,0.0,0.0,0.07,71.43,28.57,0.0,0.0,45.39,22.9,24.42,6.48
11811,11813,Big Mutha Truckers 2,XB,2005,Racing,Empire Interactive,0.05,0.02,0.0,0.0,0.07,71.43,28.57,0.0,0.0,45.39,22.9,24.42,6.48
11812,11814,Hang On GP,SAT,1995,Racing,Sega,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11813,11815,Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0.0,0.06,0.0,0.01,0.07,0.0,85.71,0.0,14.29,45.39,22.9,24.42,6.48
11814,11816,Uprising X,PS,1998,Action,3DO,0.04,0.03,0.0,0.0,0.07,57.14,42.86,0.0,0.0,45.39,22.9,24.42,6.48
11815,11817,SpongeBob's Truth or Square,X360,2009,Action,THQ,0.03,0.04,0.0,0.0,0.07,42.86,57.14,0.0,0.0,45.39,22.9,24.42,6.48
11816,11818,Mega Man Xtreme 2,GB,2001,Platform,Capcom,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11817,11819,I-Ninja,XB,2003,Platform,Namco Bandai Games,0.05,0.02,0.0,0.0,0.07,71.43,28.57,0.0,0.0,45.39,22.9,24.42,6.48
11818,11820,Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.06,0.01,0.0,0.01,0.07,85.71,14.29,0.0,14.29,45.39,22.9,24.42,6.48
11819,11821,Sigma Harmonics,DS,2008,Role-Playing,Square Enix,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11820,11822,Kessen III,PS2,2004,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.07,57.14,42.86,0.0,14.29,45.39,22.9,24.42,6.48
11821,11823,Harlem Globetrotters: World Tour,DS,2006,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.07,100.0,0.0,0.0,14.29,45.39,22.9,24.42,6.48
11822,11824,Summon Night,DS,2008,Role-Playing,Banpresto,0.0,0.0,0.07,0.0,0.07,0.0,0.0,100.0,0.0,45.39,22.9,24.42,6.48
11823,11825,The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,100.0,0.0,0.0,0.0,45.39,22.9,24.42,6.48
11824,11826,Aero Elite: Combat Academy,PS2,2002,Simulation,Sega,0.04,0.03,0.0,0.01,0.07,57.14,42.86,0.0,14.29,45.39,22.9,24.42,6.48
11825,11827,You Don't Know Jack,DS,2011,Misc,THQ,0.07,0.0,0.0,0.01,0.07,100.0,0.0,0.0,14.29,45.39,22.9,24.42,6.48
11826,11828,Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.07,100.0,0.0,0.0,14.29,45.39,22.9,24.42,6.48
